"","data_version","Annotator","region","Site.ID","Comments","File.Name","Date","Start.Time","End.Time","Length","Anth","Bio","Geo","Sil","Auto","Airc","Mach","Flare","Bird","Mam","Bug","Wind","Rain","Water","Truck","Car","Prop","Helo","Jet","Corv","SongB","DGS","Grous","Crane","Loon","SeaB","Owl","Hum","Rapt","Woop","ShorB","Woof","Bear","Mous","Deer","Weas","Meow","Hare","Shrew","Mosq","Fly","Chewing","Burps","Vocal","Hoofclick","Clip.Path","Reviewed","extra_tags","Bio_r","Bird_r","Anth_r","Geo_r","Sil_r","Auto_r","Airc_r","Mach_r","Flare_r","Mam_r","Bug_r","Wind_r","Rain_r","Water_r","Truck_r","Car_r","Prop_r","Helo_r","Jet_r","Corv_r","SongB_r","DGS_r","Grous_r","Crane_r","Loon_r","SeaB_r","Owl_r","Hum_r","Rapt_r","Woop_r","ShorB_r","Woof_r","Bear_r","Mous_r","Deer_r","Weas_r","Meow_r","Hare_r","Shrew_r","Mosq_r","Fly_r","Chewing_r","Burps_r","Vocal_r","Hoofclick_r","test"
"82","megan-collars_V1","N/A","collars","149_781",NA,"20210623_060000.flac","6/23/2021","44:45.0","44:55.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210623_060000_44m_45s__44m_55s.flac","megan","collar detached",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","megan-collars_V1","N/A","collars","149_781",NA,"20210623_140040.flac","6/23/2021","55:56.0","56:06.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210623_140040_55m_16s__55m_26s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","megan-collars_V1","N/A","collars","149_781",NA,"20210623_160001.flac","6/23/2021","42:26.0","42:36.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210623_160001_42m_25s__42m_35s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","megan-collars_V1","N/A","collars","149_781",NA,"20210626_120030.flac","6/26/2021","08:10.0","08:20.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210626_120030_7m_40s__7m_50s.flac","megan","resting?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","megan-collars_V1","N/A","collars","149_781",NA,"20210626_100020.flac","6/26/2021","59:16.0","59:26.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210626_100020_58m_56s__59m_6s.flac","megan","collar detached, possible anthrophony",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","megan-collars_V1","N/A","collars","149_781",NA,"20210624_120030.flac","6/24/2021","45:15.0","45:25.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210624_120030_44m_45s__44m_55s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","megan-collars_V1","N/A","collars","149_781",NA,"20210624_120030.flac","6/24/2021","45:24.0","45:34.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210624_120030_44m_54s__45m_4s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","megan-collars_V1","N/A","collars","149_781",NA,"20210623_120030.flac","6/23/2021","39:50.0","40:00.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210623_120030_39m_20s__39m_30s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","megan-collars_V1","N/A","collars","149_781",NA,"20210627_060000.flac","6/27/2021","55:45.0","55:55.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210627_060000_55m_45s__55m_55s.flac","megan","collar detached?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","megan-collars_V1","N/A","collars","149_781",NA,"20210626_100020.flac","6/26/2021","16:51.0","17:01.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210626_100020_16m_31s__16m_41s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","megan-collars_V1","N/A","collars","149_781",NA,"20210626_130035.flac","6/26/2021","18:03.0","18:13.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210626_130035_17m_28s__17m_38s.flac","megan","resting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","megan-collars_V1","N/A","collars","149_781",NA,"20210621_150045.flac","6/21/2021","42:53.0","43:03.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210621_150045_42m_8s__42m_18s.flac","megan","running, moving but hoofclicks unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","megan-collars_V1","N/A","collars","149_781",NA,"20210627_080010.flac","6/27/2021","21:49.0","21:59.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210627_080010_21m_39s__21m_49s.flac","megan","rustling, breathing?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","megan-collars_V1","N/A","collars","149_781",NA,"20210626_160001.flac","6/26/2021","37:40.0","37:50.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210626_160001_37m_39s__37m_49s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","megan-collars_V1","N/A","collars","149_781",NA,"20210625_150045.flac","6/25/2021","14:24.0","14:34.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210625_150045_13m_39s__13m_49s.flac","megan","resting or collar detached",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","megan-collars_V1","N/A","collars","149_781",NA,"20210625_160001.flac","6/25/2021","40:32.0","40:42.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210625_160001_40m_31s__40m_41s.flac","megan","resting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","megan-collars_V1","N/A","collars","149_781",NA,"20210621_120030.flac","6/21/2021","40:58.0","41:08.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210621_120030_40m_28s__40m_38s.flac","megan","running, moving but hoofclicks unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","megan-collars_V1","N/A","collars","149_781",NA,"20210625_120030.flac","6/25/2021","09:56.0","10:06.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210625_120030_9m_26s__9m_36s.flac","megan","collar detached",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","megan-collars_V1","N/A","collars","149_781",NA,"20210621_150045.flac","6/21/2021","42:20.0","42:30.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210621_150045_41m_35s__41m_45s.flac","megan","running, rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","megan-collars_V1","N/A","collars","149_781",NA,"20210627_170005.flac","6/27/2021","08:49.0","08:59.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210627_170005_8m_44s__8m_54s.flac","megan","rustling, moving but hoofclicks unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","megan-collars_V1","N/A","collars","149_781",NA,"20210621_130035.flac","6/21/2021","10:12.0","10:22.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210621_130035_9m_37s__9m_47s.flac","megan","moving but hoofclicks unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","megan-collars_V1","N/A","collars","149_781",NA,"20210627_160001.flac","6/27/2021","25:25.0","25:35.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210627_160001_25m_24s__25m_34s.flac","megan","rustling, moving but hoofclicks unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","megan-collars_V1","N/A","collars","149_781",NA,"20210622_080010.flac","6/22/2021","44:44.0","44:54.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210622_080010_44m_34s__44m_44s.flac","megan","running, moving but hoofclicks unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","megan-collars_V1","N/A","collars","149_781",NA,"20210623_170005.flac","6/23/2021","33:31.0","33:41.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210623_170005_33m_26s__33m_36s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","megan-collars_V1","N/A","collars","149_781",NA,"20210623_070005.flac","6/23/2021","05:29.0","05:39.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210623_070005_5m_24s__5m_34s.flac","megan","collar detached",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","megan-collars_V1","N/A","collars","149_781",NA,"20210624_060000.flac","6/24/2021","04:57.0","05:07.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210624_060000_4m_57s__5m_7s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","megan-collars_V1","N/A","collars","149_781",NA,"20210624_170005.flac","6/24/2021","33:32.0","33:42.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210624_170005_33m_27s__33m_37s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","megan-collars_V1","N/A","collars","149_781",NA,"20210627_130035.flac","6/27/2021","15:34.0","15:44.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210627_130035_14m_59s__15m_9s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","megan-collars_V1","N/A","collars","149_781",NA,"20210624_070005.flac","6/24/2021","36:56.0","37:06.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210624_070005_36m_51s__37m_1s.flac","megan","rustling, breathing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","megan-collars_V1","N/A","collars","149_781",NA,"20210622_080010.flac","6/22/2021","15:06.0","15:16.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210622_080010_14m_56s__15m_6s.flac","megan","running",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","megan-collars_V1","N/A","collars","149_781",NA,"20210621_080010.flac","6/21/2021","40:47.0","40:57.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210621_080010_40m_37s__40m_47s.flac","megan","footsteps, moving but hoofclicks unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","megan-collars_V1","N/A","collars","149_781",NA,"20210624_090015.flac","6/24/2021","36:17.0","36:27.0","00:10.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/scratch/enis/data/nna/labeling/samples/megan-collars_V1/audio_megan-collars_V1/collars/149_781/2021/20210624_090015_36m_2s__36m_12s.flac","megan","rustling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
